setname;date;operation;rowGroup;rowGroupIndex;category;categoryIndex;subCategory;subCategoryIndex;columnGroup;columnGroupIndex;columnSubGroup;columnSubGroupIndex;pp1;ac1;fc1;pl1;pp2;ac2;fc2;pl2;pp3;ac3;fc3;pl3;pp4;ac4;fc4;pl4
northamerica;2020-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;12;14;14;12;50;53;50;52;32;30;29;33;17;18;17;16
northamerica;2020-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;35;34;40;34;36;37;37;35;24;22;27;22;38;35;41;37
northamerica;2020-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;60;59;55;59;49;46;46;50;29;30;25;29;62;58;60;61
northamerica;2020-02-29T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;30;30;33;30;35;35;33;34;57;60;60;57;23;28;27;25
northamerica;2020-02-29T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;15;16;12;15;53;54;51;55;53;54;52;51;13;18;15;13
northamerica;2020-02-29T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;12;14;10;13;55;53;53;53;31;30;27;32;14;12;12;16
northamerica;2020-02-29T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;42;43;42;40;36;35;36;36;26;26;29;26;40;42;40;40
northamerica;2020-02-29T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;60;65;66;61;54;51;53;53;33;32;36;33;62;62;62;63
northamerica;2020-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;26;29;26;27;37;35;36;38;55;56;51;56;27;22;27;27
northamerica;2020-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;11;10;13;12;53;55;55;55;52;54;52;52;14;12;14;14
northamerica;2020-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;14;16;12;15;54;57;52;55;30;31;35;32;12;12;11;13
northamerica;2020-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;41;40;39;42;33;36;38;34;20;26;23;20;40;46;36;40
northamerica;2020-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;60;62;63;61;54;51;50;54;33;38;35;33;61;64;60;62
northamerica;2020-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;25;24;22;24;34;36;33;33;54;56;49;52;29;28;27;30
northamerica;2020-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;16;17;16;16;54;54;58;55;52;50;54;52;15;15;16;13
northamerica;2020-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;13;10;10;14;53;53;50;52;30;26;25;29;12;16;10;11
northamerica;2020-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;36;32;32;34;35;32;35;35;23;20;18;22;40;45;40;40
northamerica;2020-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;60;67;61;62;56;60;50;55;33;28;31;33;56;57;60;57
northamerica;2020-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;25;23;21;26;38;35;40;36;52;50;53;53;27;26;26;26
northamerica;2020-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;10;10;10;11;52;49;47;51;57;60;56;57;13;12;13;14
northamerica;2020-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;14;18;17;14;48;53;52;48;34;31;35;34;14;11;18;13
northamerica;2020-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;40;37;36;41;39;37;41;39;20;25;23;19;39;43;41;39
northamerica;2020-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;58;62;64;59;55;60;61;55;29;26;34;28;63;60;62;63
northamerica;2020-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;28;28;27;28;33;38;30;35;51;52;52;51;24;28;22;25
northamerica;2020-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;14;13;16;15;54;57;53;56;57;56;58;58;13;16;13;15
northamerica;2020-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;17;15;15;19;53;54;56;55;32;32;29;31;17;21;19;17
northamerica;2020-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;40;46;44;41;37;33;43;37;20;22;18;21;42;36;44;41
northamerica;2020-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;63;63;66;62;53;48;52;54;29;35;30;28;61;60;59;62
northamerica;2020-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;24;20;24;22;38;38;35;37;53;53;53;52;28;24;25;29
northamerica;2020-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;15;15;17;15;53;54;51;52;56;52;54;55;10;10;12;10
northamerica;2020-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;18;20;14;16;50;46;47;49;28;28;28;30;16;18;19;17
northamerica;2020-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;38;43;42;39;38;35;36;39;22;24;20;21;39;35;35;38
northamerica;2020-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;61;63;61;63;54;55;55;54;33;37;35;33;63;60;67;62
northamerica;2020-08-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;29;28;27;27;38;34;39;37;55;54;51;56;29;29;26;27
northamerica;2020-08-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;10;10;10;10;51;54;53;51;52;55;52;52;10;10;10;10
northamerica;2020-08-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;15;15;19;16;53;56;55;53;33;35;35;32;14;17;14;15
northamerica;2020-08-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;37;37;32;36;37;35;37;37;25;22;26;23;34;39;36;35
northamerica;2020-08-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;61;62;56;60;54;56;57;53;31;35;37;32;57;57;55;57
northamerica;2020-09-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;29;24;26;28;34;31;32;35;54;58;57;56;25;28;26;25
northamerica;2020-09-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;10;13;13;10;56;58;57;56;54;56;53;54;13;13;13;14
northamerica;2020-09-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;12;13;10;13;52;50;50;52;34;34;37;34;13;14;16;14
northamerica;2020-09-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;36;38;32;34;37;33;42;38;26;26;22;26;41;42;38;41
northamerica;2020-09-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;63;65;60;61;55;52;51;55;33;33;28;31;63;58;57;62
northamerica;2020-10-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;29;33;30;28;32;34;33;32;54;52;52;53;24;21;21;25
northamerica;2020-10-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;11;13;10;10;55;53;50;53;54;56;52;54;14;14;18;15
northamerica;2020-10-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;19;20;17;18;53;53;55;51;36;37;32;36;15;13;11;14
northamerica;2020-10-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;39;39;40;40;36;34;32;35;22;26;26;23;36;35;36;36
northamerica;2020-10-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;59;63;54;57;55;53;54;56;31;27;29;31;57;62;53;57
northamerica;2020-11-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;26;27;29;26;34;35;37;32;55;60;57;57;27;24;26;26
northamerica;2020-11-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;16;12;18;15;54;51;57;54;51;48;52;51;10;10;10;10
northamerica;2020-11-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;16;12;14;15;56;55;57;55;35;33;38;35;19;16;17;17
northamerica;2020-11-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;35;31;33;35;37;38;39;39;19;18;18;19;38;34;37;38
northamerica;2020-11-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;58;64;64;58;54;53;59;53;31;25;32;31;59;66;61;61
northamerica;2020-12-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;27;26;23;26;34;35;33;33;56;55;56;58;30;33;29;29
northamerica;2020-12-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;10;10;10;10;52;51;54;50;53;48;49;52;11;10;10;11
northamerica;2020-12-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;18;14;21;19;50;50;54;50;32;28;34;32;13;15;13;12
northamerica;2020-12-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;39;35;37;37;34;34;39;35;22;26;25;22;42;43;46;40
northamerica;2020-12-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;58;55;58;60;53;60;57;55;34;34;34;35;57;62;55;58
northamerica;2021-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;28;27;27;28;38;34;35;36;51;49;49;51;23;28;27;25
northamerica;2021-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;10;13;11;10;52;47;48;51;56;60;57;58;10;10;10;11
northamerica;2021-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;12;13;10;13;53;50;56;52;32;31;31;33;16;16;15;15
northamerica;2021-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;38;39;38;38;36;33;38;36;20;25;20;21;36;40;41;36
northamerica;2021-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;64;57;68;64;50;48;49;51;29;30;23;29;63;64;63;63
northamerica;2021-02-28T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;27;30;23;26;35;37;38;37;54;54;50;54;23;22;26;23
northamerica;2021-02-28T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;11;13;10;10;55;55;56;53;57;55;60;57;10;11;10;10
northamerica;2021-02-28T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;14;11;16;14;54;50;51;54;29;26;31;31;13;10;10;13
northamerica;2021-02-28T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;37;35;32;36;35;34;34;35;20;23;20;18;37;35;39;38
northamerica;2021-02-28T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;62;58;65;63;56;60;62;55;28;29;29;28;62;66;60;63
northamerica;2021-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;28;28;24;26;31;29;31;33;57;52;52;56;29;32;27;29
northamerica;2021-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;16;12;13;14;50;49;48;51;53;52;56;53;14;16;19;14
northamerica;2021-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;19;21;20;18;51;49;49;53;33;33;37;34;14;17;15;15
northamerica;2021-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;42;36;36;41;34;39;38;35;25;30;28;25;40;41;44;41
northamerica;2021-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;63;61;63;64;55;61;60;54;32;31;36;30;61;60;66;61
northamerica;2021-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;23;21;21;22;35;34;32;36;53;49;48;52;27;28;32;27
northamerica;2021-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;15;19;12;14;50;53;48;50;55;54;58;53;15;12;18;15
northamerica;2021-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;12;10;12;13;49;51;45;50;35;32;30;33;15;17;15;17
northamerica;2021-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;37;37;34;35;37;38;43;37;21;18;20;20;37;34;39;37
northamerica;2021-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;56;57;63;58;51;56;58;53;33;26;26;32;62;64;67;62
northamerica;2021-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;24;23;23;23;39;37;42;39;54;53;53;54;29;26;33;29
northamerica;2021-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;14;12;16;14;49;49;52;51;57;54;53;56;12;11;17;12
northamerica;2021-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;12;10;17;14;51;49;51;49;34;31;38;34;16;12;18;16
northamerica;2021-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;37;39;43;39;37;41;34;36;20;22;22;18;41;39;38;39
northamerica;2021-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;61;61;56;61;52;56;46;51;32;31;34;32;62;58;63;62
northamerica;2021-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;24;21;23;26;34;36;35;35;56;60;58;55;27;27;23;25
northamerica;2021-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;12;15;10;11;53;52;53;54;53;49;56;54;11;10;10;11
northamerica;2021-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;15;16;16;15;54;51;57;55;33;34;35;31;14;10;17;14
northamerica;2021-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;38;37;41;38;37;40;40;36;24;23;20;25;39;44;43;40
northamerica;2021-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;57;58;59;58;53;50;53;54;32;33;37;32;57;58;56;59
northamerica;2021-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;27;23;25;28;33;36;34;31;53;51;50;52;24;27;23;25
northamerica;2021-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;10;10;10;10;52;53;57;53;55;59;52;54;10;15;15;12
northamerica;2021-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;15;17;19;16;51;54;54;49;36;38;35;36;16;21;18;17
northamerica;2021-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;41;41;36;40;34;33;30;36;19;20;24;19;35;40;40;36
northamerica;2021-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;62;60;57;63;51;57;54;50;28;30;32;28;59;60;62;58
northamerica;2021-08-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;26;24;31;27;37;40;34;37;53;53;56;54;29;25;24;27
northamerica;2021-08-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;10;10;13;11;52;53;54;53;54;55;52;54;10;13;10;10
northamerica;2021-08-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;13;14;15;11;51;53;49;50;30;28;27;31;15;15;16;16
northamerica;2021-08-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;41;43;42;41;35;33;39;34;21;25;19;22;38;38;35;37
northamerica;2021-08-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;64;60;62;62;56;51;52;56;34;39;33;33;57;54;63;59
northamerica;2021-09-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;23;21;21;22;31;35;31;33;55;59;59;55;24;24;28;25
northamerica;2021-09-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;13;17;14;14;56;56;59;55;52;51;53;52;14;14;11;14
northamerica;2021-09-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;17;22;19;18;51;48;54;50;28;30;25;30;16;11;16;15
northamerica;2021-09-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;39;38;38;39;33;34;39;33;21;18;20;21;39;37;34;38
northamerica;2021-09-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;58;63;60;57;51;50;50;53;31;26;31;31;59;61;61;58
northamerica;2021-10-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;23;26;21;23;34;32;32;34;52;49;53;50;28;30;31;28
northamerica;2021-10-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;10;10;13;11;56;55;52;56;57;58;54;56;10;10;10;10
northamerica;2021-10-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;12;13;11;12;53;51;55;53;33;31;38;35;13;15;16;15
northamerica;2021-10-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;38;40;34;39;35;37;36;34;22;22;25;20;37;35;35;37
northamerica;2021-10-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;58;58;62;58;54;53;48;55;33;35;35;31;62;55;56;60
northamerica;2021-11-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;27;26;23;28;35;37;34;35;56;52;59;56;25;29;25;25
northamerica;2021-11-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;10;14;14;10;56;58;56;55;53;58;55;54;12;13;16;11
northamerica;2021-11-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;17;12;14;15;53;57;57;55;30;26;27;29;19;22;17;19
northamerica;2021-11-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;39;34;39;40;41;39;39;40;21;21;20;22;35;32;38;35
northamerica;2021-11-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;62;58;65;60;49;52;52;50;28;30;23;27;59;55;61;58
northamerica;2021-12-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;29;25;25;30;37;34;33;36;51;47;52;51;24;29;27;25
northamerica;2021-12-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;13;10;14;14;52;55;47;52;53;49;54;52;14;17;11;16
northamerica;2021-12-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;16;14;13;16;50;47;52;49;28;30;30;28;15;18;12;17
northamerica;2021-12-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;36;31;38;36;38;34;38;39;22;20;22;22;38;39;35;37
northamerica;2021-12-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;58;58;54;57;52;48;53;51;32;38;32;34;64;66;63;64
northamerica;2022-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;25;20;20;25;33;37;34;33;52;54;53;53;25;23;21;25
northamerica;2022-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;11;10;14;12;55;57;57;55;54;57;55;54;15;11;13;16
northamerica;2022-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;13;10;11;14;53;54;54;52;31;33;31;32;12;17;10;13
northamerica;2022-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;42;46;42;40;35;32;40;37;21;21;26;20;35;38;40;35
northamerica;2022-01-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;60;55;54;59;57;58;58;55;29;31;27;29;57;53;58;57
northamerica;2022-02-28T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;25;21;24;25;35;35;38;34;53;51;53;51;28;31;25;29
northamerica;2022-02-28T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;13;10;10;11;54;57;53;54;55;57;54;54;14;11;13;14
northamerica;2022-02-28T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;16;13;19;16;53;50;56;55;33;29;29;32;13;10;12;13
northamerica;2022-02-28T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;37;32;39;36;37;41;40;38;24;23;26;22;42;39;39;41
northamerica;2022-02-28T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;58;57;54;58;57;50;59;55;32;26;30;30;61;64;60;59
northamerica;2022-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;23;25;24;23;35;36;33;37;51;51;49;53;25;27;29;26
northamerica;2022-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;10;10;10;10;51;53;50;49;55;53;52;54;15;14;19;16
northamerica;2022-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;13;12;10;13;48;47;49;50;33;29;37;33;14;17;15;16
northamerica;2022-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;38;34;40;38;34;32;34;34;20;25;25;19;35;37;32;35
northamerica;2022-03-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;60;58;59;61;57;56;51;57;32;29;26;32;56;53;59;57
northamerica;2022-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;25;24;22;25;38;38;36;37;56;54;53;57;24;23;26;25
northamerica;2022-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;13;16;14;12;49;47;53;49;51;53;48;51;11;10;14;10
northamerica;2022-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;14;16;11;12;54;52;54;56;35;31;39;35;11;14;15;11
northamerica;2022-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;36;36;35;37;34;30;36;33;20;16;22;18;41;36;43;41
northamerica;2022-04-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;58;56;65;59;51;57;47;50;31;27;26;32;57;51;53;57
northamerica;2022-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;23;22;20;25;33;33;36;33;54;57;51;54;26;23;27;26
northamerica;2022-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;13;12;17;14;51;55;52;53;55;50;52;54;10;10;13;10
northamerica;2022-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;11;10;10;12;53;49;50;52;30;31;29;30;14;17;15;13
northamerica;2022-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;39;43;39;37;37;40;39;37;21;25;25;22;41;43;40;40
northamerica;2022-05-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;62;63;56;62;54;58;49;55;29;32;32;28;59;60;58;59
northamerica;2022-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;24;27;22;23;36;33;34;35;54;55;59;55;29;30;28;28
northamerica;2022-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;10;13;11;10;54;56;52;53;54;49;51;52;10;10;12;10
northamerica;2022-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;17;18;13;16;49;46;46;49;34;39;39;35;11;12;14;12
northamerica;2022-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;35;31;39;37;39;42;34;37;19;15;20;18;38;43;35;39
northamerica;2022-06-30T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;60;58;57;62;56;53;57;57;34;37;35;34;63;63;67;63
northamerica;2022-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;New;1;Cat. A;1;28;28;27;28;31;36;34;32;54;56;53;53;22;19;27;23
northamerica;2022-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;City;1;Preowend;2;Cat. A;1;13;11;13;14;50;48;55;50;53;50;57;54;12;12;13;13
northamerica;2022-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;New;1;Cat. A;1;13;11;10;12;56;55;51;54;33;32;34;32;18;20;20;17
northamerica;2022-07-31T00:00:00+01:00;+;Mexico;15;Mexico City;21;Suburb;2;Preowend;2;Cat. B;2;39;42;37;38;37;35;37;36;22;19;17;21;38;42;36;39
